id,開始日,終了日,職種,都道府県,労務単価
1391,2015-02-01,2016-01-31,トンネル作業員,奈良県,20300
1392,2015-02-01,2016-01-31,トンネル世話役,奈良県,27200
1393,2015-02-01,2016-01-31,橋りょう特殊工,奈良県,24900
1394,2015-02-01,2016-01-31,橋りょう塗装工,奈良県,26200
1395,2015-02-01,2016-01-31,橋りょう世話役,奈良県,28800
1396,2015-02-01,2016-01-31,土木一般世話役,奈良県,21600
1397,2015-02-01,2016-01-31,高級船員,奈良県,24500
1398,2015-02-01,2016-01-31,普通船員,奈良県,19100
1399,2015-02-01,2016-01-31,潜水士,奈良県,29200
1400,2015-02-01,2016-01-31,潜水連絡員,奈良県,
1401,2015-02-01,2016-01-31,潜水送気員,奈良県,21000
1402,2015-02-01,2016-01-31,山林砂防工,奈良県,21300
1403,2015-02-01,2016-01-31,軌道工,奈良県,34200
1404,2015-02-01,2016-01-31,型わく工,奈良県,21900
1405,2015-02-01,2016-01-31,大工,奈良県,
1406,2015-02-01,2016-01-31,左官,奈良県,21000
1407,2015-02-01,2016-01-31,配管工,奈良県,19500
1408,2015-02-01,2016-01-31,はつり工,奈良県,20600
1409,2015-02-01,2016-01-31,防水工,奈良県,21100
1410,2015-02-01,2016-01-31,板金工,奈良県,
1411,2015-02-01,2016-01-31,タイル工,奈良県,
1412,2015-02-01,2016-01-31,サッシ工,奈良県,21100
1413,2015-02-01,2016-01-31,内装工,奈良県,21400
1414,2015-02-01,2016-01-31,ガラス工,奈良県,19800
1415,2015-02-01,2016-01-31,建具工,奈良県,18600
1416,2015-02-01,2016-01-31,ダクト工,奈良県,18200
1417,2015-02-01,2016-01-31,保温工,奈良県,21200
1418,2015-02-01,2016-01-31,設備機械工,奈良県,21200
1419,2015-02-01,2016-01-31,交通誘導警備員A,奈良県,11300
1420,2015-02-01,2016-01-31,交通誘導警備員B,奈良県,9300
1421,2015-02-01,2016-01-31,特殊作業員,和歌山県,18900
1422,2015-02-01,2016-01-31,普通作業員,和歌山県,16600
1423,2015-02-01,2016-01-31,軽作業員,和歌山県,11800
1424,2015-02-01,2016-01-31,造園工,和歌山県,18500
1425,2015-02-01,2016-01-31,法面工,和歌山県,21400
1426,2015-02-01,2016-01-31,とび工,和歌山県,21400
1427,2015-02-01,2016-01-31,石工,和歌山県,
1428,2015-02-01,2016-01-31,ブロック工,和歌山県,
1429,2015-02-01,2016-01-31,電工,和歌山県,18500
1430,2015-02-01,2016-01-31,鉄筋工,和歌山県,20100
1431,2015-02-01,2016-01-31,鉄骨工,和歌山県,19500
1432,2015-02-01,2016-01-31,塗装工,和歌山県,21200
1433,2015-02-01,2016-01-31,溶接工,和歌山県,21900
1434,2015-02-01,2016-01-31,運転手（特殊）,和歌山県,17400
1435,2015-02-01,2016-01-31,運転手（一般）,和歌山県,15100
1436,2015-02-01,2016-01-31,潜かん工,和歌山県,26500
1437,2015-02-01,2016-01-31,潜かん世話役,和歌山県,31400
1438,2015-02-01,2016-01-31,さく岩工,和歌山県,21200
1439,2015-02-01,2016-01-31,トンネル特殊工,和歌山県,22800
1440,2015-02-01,2016-01-31,トンネル作業員,和歌山県,19400
1441,2015-02-01,2016-01-31,トンネル世話役,和歌山県,27200
1442,2015-02-01,2016-01-31,橋りょう特殊工,和歌山県,24900
1443,2015-02-01,2016-01-31,橋りょう塗装工,和歌山県,26200
1444,2015-02-01,2016-01-31,橋りょう世話役,和歌山県,28800
1445,2015-02-01,2016-01-31,土木一般世話役,和歌山県,20300
1446,2015-02-01,2016-01-31,高級船員,和歌山県,23400
1447,2015-02-01,2016-01-31,普通船員,和歌山県,19100
1448,2015-02-01,2016-01-31,潜水士,和歌山県,29100
1449,2015-02-01,2016-01-31,潜水連絡員,和歌山県,
1450,2015-02-01,2016-01-31,潜水送気員,和歌山県,20600
1451,2015-02-01,2016-01-31,山林砂防工,和歌山県,21300
1452,2015-02-01,2016-01-31,軌道工,和歌山県,32900
1453,2015-02-01,2016-01-31,型わく工,和歌山県,22100
1454,2015-02-01,2016-01-31,大工,和歌山県,
1455,2015-02-01,2016-01-31,左官,和歌山県,20600
1456,2015-02-01,2016-01-31,配管工,和歌山県,18300
1457,2015-02-01,2016-01-31,はつり工,和歌山県,20600
1458,2015-02-01,2016-01-31,防水工,和歌山県,20900
1459,2015-02-01,2016-01-31,板金工,和歌山県,
1460,2015-02-01,2016-01-31,タイル工,和歌山県,
1461,2015-02-01,2016-01-31,サッシ工,和歌山県,20900
1462,2015-02-01,2016-01-31,内装工,和歌山県,21300
1463,2015-02-01,2016-01-31,ガラス工,和歌山県,19800
1464,2015-02-01,2016-01-31,建具工,和歌山県,18600
1465,2015-02-01,2016-01-31,ダクト工,和歌山県,17500
1466,2015-02-01,2016-01-31,保温工,和歌山県,21200
1467,2015-02-01,2016-01-31,設備機械工,和歌山県,21200
1468,2015-02-01,2016-01-31,交通誘導警備員A,和歌山県,10700
1469,2015-02-01,2016-01-31,交通誘導警備員B,和歌山県,9000
1470,2015-02-01,2016-01-31,特殊作業員,鳥取県,16100
1471,2015-02-01,2016-01-31,普通作業員,鳥取県,12700
1472,2015-02-01,2016-01-31,軽作業員,鳥取県,11400
1473,2015-02-01,2016-01-31,造園工,鳥取県,16900
1474,2015-02-01,2016-01-31,法面工,鳥取県,19200
1475,2015-02-01,2016-01-31,とび工,鳥取県,18900
1476,2015-02-01,2016-01-31,石工,鳥取県,
1477,2015-02-01,2016-01-31,ブロック工,鳥取県,
1478,2015-02-01,2016-01-31,電工,鳥取県,16500
1479,2015-02-01,2016-01-31,鉄筋工,鳥取県,18800
1480,2015-02-01,2016-01-31,鉄骨工,鳥取県,18000
1481,2015-02-01,2016-01-31,塗装工,鳥取県,18700
1482,2015-02-01,2016-01-31,溶接工,鳥取県,19700
1483,2015-02-01,2016-01-31,運転手（特殊）,鳥取県,15000
1484,2015-02-01,2016-01-31,運転手（一般）,鳥取県,13100
1485,2015-02-01,2016-01-31,潜かん工,鳥取県,26900
1486,2015-02-01,2016-01-31,潜かん世話役,鳥取県,31900
1487,2015-02-01,2016-01-31,さく岩工,鳥取県,22000
1488,2015-02-01,2016-01-31,トンネル特殊工,鳥取県,27400
1489,2015-02-01,2016-01-31,トンネル作業員,鳥取県,20800
1490,2015-02-01,2016-01-31,トンネル世話役,鳥取県,27000
1491,2015-02-01,2016-01-31,橋りょう特殊工,鳥取県,22900
1492,2015-02-01,2016-01-31,橋りょう塗装工,鳥取県,23800
1493,2015-02-01,2016-01-31,橋りょう世話役,鳥取県,26300
1494,2015-02-01,2016-01-31,土木一般世話役,鳥取県,18700
1495,2015-02-01,2016-01-31,高級船員,鳥取県,23400
1496,2015-02-01,2016-01-31,普通船員,鳥取県,18700
1497,2015-02-01,2016-01-31,潜水士,鳥取県,32400
1498,2015-02-01,2016-01-31,潜水連絡員,鳥取県,25400
1499,2015-02-01,2016-01-31,潜水送気員,鳥取県,23500
1500,2015-02-01,2016-01-31,山林砂防工,鳥取県,
1501,2015-02-01,2016-01-31,軌道工,鳥取県,28800
1502,2015-02-01,2016-01-31,型わく工,鳥取県,18500
1503,2015-02-01,2016-01-31,大工,鳥取県,18800
1504,2015-02-01,2016-01-31,左官,鳥取県,18000
1505,2015-02-01,2016-01-31,配管工,鳥取県,16400
1506,2015-02-01,2016-01-31,はつり工,鳥取県,18700
1507,2015-02-01,2016-01-31,防水工,鳥取県,20200
1508,2015-02-01,2016-01-31,板金工,鳥取県,19200
1509,2015-02-01,2016-01-31,タイル工,鳥取県,
1510,2015-02-01,2016-01-31,サッシ工,鳥取県,
1511,2015-02-01,2016-01-31,内装工,鳥取県,19400
1512,2015-02-01,2016-01-31,ガラス工,鳥取県,18200
1513,2015-02-01,2016-01-31,建具工,鳥取県,15600
1514,2015-02-01,2016-01-31,ダクト工,鳥取県,16700
1515,2015-02-01,2016-01-31,保温工,鳥取県,18700
1516,2015-02-01,2016-01-31,設備機械工,鳥取県,18900
1517,2015-02-01,2016-01-31,交通誘導警備員A,鳥取県,11000
1518,2015-02-01,2016-01-31,交通誘導警備員B,鳥取県,8800
1519,2015-02-01,2016-01-31,特殊作業員,島根県,16300
1520,2015-02-01,2016-01-31,普通作業員,島根県,13900
1521,2015-02-01,2016-01-31,軽作業員,島根県,11000
1522,2015-02-01,2016-01-31,造園工,島根県,16400
1523,2015-02-01,2016-01-31,法面工,島根県,18500
1524,2015-02-01,2016-01-31,とび工,島根県,18800
1525,2015-02-01,2016-01-31,石工,島根県,
1526,2015-02-01,2016-01-31,ブロック工,島根県,
1527,2015-02-01,2016-01-31,電工,島根県,16400
1528,2015-02-01,2016-01-31,鉄筋工,島根県,18100
1529,2015-02-01,2016-01-31,鉄骨工,島根県,17500
1530,2015-02-01,2016-01-31,塗装工,島根県,17300
1531,2015-02-01,2016-01-31,溶接工,島根県,18200
1532,2015-02-01,2016-01-31,運転手（特殊）,島根県,16300
1533,2015-02-01,2016-01-31,運転手（一般）,島根県,13300
1534,2015-02-01,2016-01-31,潜かん工,島根県,26900
1535,2015-02-01,2016-01-31,潜かん世話役,島根県,31900
1536,2015-02-01,2016-01-31,さく岩工,島根県,22000
1537,2015-02-01,2016-01-31,トンネル特殊工,島根県,26900
1538,2015-02-01,2016-01-31,トンネル作業員,島根県,20400
1539,2015-02-01,2016-01-31,トンネル世話役,島根県,27000
1540,2015-02-01,2016-01-31,橋りょう特殊工,島根県,22900
1541,2015-02-01,2016-01-31,橋りょう塗装工,島根県,23800
1542,2015-02-01,2016-01-31,橋りょう世話役,島根県,26100
1543,2015-02-01,2016-01-31,土木一般世話役,島根県,18100
1544,2015-02-01,2016-01-31,高級船員,島根県,23400
1545,2015-02-01,2016-01-31,普通船員,島根県,17900
1546,2015-02-01,2016-01-31,潜水士,島根県,32500
1547,2015-02-01,2016-01-31,潜水連絡員,島根県,26800
1548,2015-02-01,2016-01-31,潜水送気員,島根県,23700
1549,2015-02-01,2016-01-31,山林砂防工,島根県,
1550,2015-02-01,2016-01-31,軌道工,島根県,24100
1551,2015-02-01,2016-01-31,型わく工,島根県,17900
1552,2015-02-01,2016-01-31,大工,島根県,19000
1553,2015-02-01,2016-01-31,左官,島根県,17400
1554,2015-02-01,2016-01-31,配管工,島根県,16700
1555,2015-02-01,2016-01-31,はつり工,島根県,18700
1556,2015-02-01,2016-01-31,防水工,島根県,19200
1557,2015-02-01,2016-01-31,板金工,島根県,18800
1558,2015-02-01,2016-01-31,タイル工,島根県,
1559,2015-02-01,2016-01-31,サッシ工,島根県,
1560,2015-02-01,2016-01-31,内装工,島根県,18900
1561,2015-02-01,2016-01-31,ガラス工,島根県,18200
1562,2015-02-01,2016-01-31,建具工,島根県,15600
1563,2015-02-01,2016-01-31,ダクト工,島根県,17300
1564,2015-02-01,2016-01-31,保温工,島根県,18700
1565,2015-02-01,2016-01-31,設備機械工,島根県,18900
1566,2015-02-01,2016-01-31,交通誘導警備員A,島根県,11000
1567,2015-02-01,2016-01-31,交通誘導警備員B,島根県,9400
1568,2015-02-01,2016-01-31,特殊作業員,岡山県,17200
1569,2015-02-01,2016-01-31,普通作業員,岡山県,15300
1570,2015-02-01,2016-01-31,軽作業員,岡山県,11700
1571,2015-02-01,2016-01-31,造園工,岡山県,17100
1572,2015-02-01,2016-01-31,法面工,岡山県,19700
1573,2015-02-01,2016-01-31,とび工,岡山県,19600
1574,2015-02-01,2016-01-31,石工,岡山県,
1575,2015-02-01,2016-01-31,ブロック工,岡山県,
1576,2015-02-01,2016-01-31,電工,岡山県,17600
1577,2015-02-01,2016-01-31,鉄筋工,岡山県,19200
1578,2015-02-01,2016-01-31,鉄骨工,岡山県,18300
1579,2015-02-01,2016-01-31,塗装工,岡山県,18600
1580,2015-02-01,2016-01-31,溶接工,岡山県,19800
1581,2015-02-01,2016-01-31,運転手（特殊）,岡山県,17500
1582,2015-02-01,2016-01-31,運転手（一般）,岡山県,15100
1583,2015-02-01,2016-01-31,潜かん工,岡山県,27000
1584,2015-02-01,2016-01-31,潜かん世話役,岡山県,31900
1585,2015-02-01,2016-01-31,さく岩工,岡山県,22000
1586,2015-02-01,2016-01-31,トンネル特殊工,岡山県,25400
1587,2015-02-01,2016-01-31,トンネル作業員,岡山県,21000
1588,2015-02-01,2016-01-31,トンネル世話役,岡山県,27100
1589,2015-02-01,2016-01-31,橋りょう特殊工,岡山県,23100
1590,2015-02-01,2016-01-31,橋りょう塗装工,岡山県,23800
1591,2015-02-01,2016-01-31,橋りょう世話役,岡山県,26200
1592,2015-02-01,2016-01-31,土木一般世話役,岡山県,19400
1593,2015-02-01,2016-01-31,高級船員,岡山県,23500
1594,2015-02-01,2016-01-31,普通船員,岡山県,18700
1595,2015-02-01,2016-01-31,潜水士,岡山県,32400
1596,2015-02-01,2016-01-31,潜水連絡員,岡山県,25500
1597,2015-02-01,2016-01-31,潜水送気員,岡山県,23600
1598,2015-02-01,2016-01-31,山林砂防工,岡山県,
1599,2015-02-01,2016-01-31,軌道工,岡山県,27500
1600,2015-02-01,2016-01-31,型わく工,岡山県,19100
1601,2015-02-01,2016-01-31,大工,岡山県,18800
1602,2015-02-01,2016-01-31,左官,岡山県,18300
1603,2015-02-01,2016-01-31,配管工,岡山県,17100
1604,2015-02-01,2016-01-31,はつり工,岡山県,18700
1605,2015-02-01,2016-01-31,防水工,岡山県,20500
1606,2015-02-01,2016-01-31,板金工,岡山県,19100
1607,2015-02-01,2016-01-31,タイル工,岡山県,
1608,2015-02-01,2016-01-31,サッシ工,岡山県,
1609,2015-02-01,2016-01-31,内装工,岡山県,19800
1610,2015-02-01,2016-01-31,ガラス工,岡山県,18200
1611,2015-02-01,2016-01-31,建具工,岡山県,15600
1612,2015-02-01,2016-01-31,ダクト工,岡山県,16700
1613,2015-02-01,2016-01-31,保温工,岡山県,18700
1614,2015-02-01,2016-01-31,設備機械工,岡山県,18900
1615,2015-02-01,2016-01-31,交通誘導警備員A,岡山県,11400
1616,2015-02-01,2016-01-31,交通誘導警備員B,岡山県,9500
1617,2015-02-01,2016-01-31,特殊作業員,広島県,17500
1618,2015-02-01,2016-01-31,普通作業員,広島県,15500
1619,2015-02-01,2016-01-31,軽作業員,広島県,11500
1620,2015-02-01,2016-01-31,造園工,広島県,16400
1621,2015-02-01,2016-01-31,法面工,広島県,19900
1622,2015-02-01,2016-01-31,とび工,広島県,19500
1623,2015-02-01,2016-01-31,石工,広島県,
1624,2015-02-01,2016-01-31,ブロック工,広島県,
1625,2015-02-01,2016-01-31,電工,広島県,16600
1626,2015-02-01,2016-01-31,鉄筋工,広島県,19100
1627,2015-02-01,2016-01-31,鉄骨工,広島県,18200
1628,2015-02-01,2016-01-31,塗装工,広島県,17700
1629,2015-02-01,2016-01-31,溶接工,広島県,18300
1630,2015-02-01,2016-01-31,運転手（特殊）,広島県,17900
1631,2015-02-01,2016-01-31,運転手（一般）,広島県,15100
1632,2015-02-01,2016-01-31,潜かん工,広島県,27000
1633,2015-02-01,2016-01-31,潜かん世話役,広島県,31900
1634,2015-02-01,2016-01-31,さく岩工,広島県,22000
1635,2015-02-01,2016-01-31,トンネル特殊工,広島県,26300
1636,2015-02-01,2016-01-31,トンネル作業員,広島県,20200
1637,2015-02-01,2016-01-31,トンネル世話役,広島県,27100
1638,2015-02-01,2016-01-31,橋りょう特殊工,広島県,23100
1639,2015-02-01,2016-01-31,橋りょう塗装工,広島県,23800
1640,2015-02-01,2016-01-31,橋りょう世話役,広島県,26300
1641,2015-02-01,2016-01-31,土木一般世話役,広島県,18800
1642,2015-02-01,2016-01-31,高級船員,広島県,23500
1643,2015-02-01,2016-01-31,普通船員,広島県,18300
1644,2015-02-01,2016-01-31,潜水士,広島県,32900
1645,2015-02-01,2016-01-31,潜水連絡員,広島県,27100
1646,2015-02-01,2016-01-31,潜水送気員,広島県,23900
1647,2015-02-01,2016-01-31,山林砂防工,広島県,
1648,2015-02-01,2016-01-31,軌道工,広島県,24200
1649,2015-02-01,2016-01-31,型わく工,広島県,18700
1650,2015-02-01,2016-01-31,大工,広島県,19000
1651,2015-02-01,2016-01-31,左官,広島県,18000
1652,2015-02-01,2016-01-31,配管工,広島県,17000
1653,2015-02-01,2016-01-31,はつり工,広島県,18700
1654,2015-02-01,2016-01-31,防水工,広島県,19800
1655,2015-02-01,2016-01-31,板金工,広島県,18700
1656,2015-02-01,2016-01-31,タイル工,広島県,
1657,2015-02-01,2016-01-31,サッシ工,広島県,
1658,2015-02-01,2016-01-31,内装工,広島県,19000
1659,2015-02-01,2016-01-31,ガラス工,広島県,18200
1660,2015-02-01,2016-01-31,建具工,広島県,15600
1661,2015-02-01,2016-01-31,ダクト工,広島県,17200
1662,2015-02-01,2016-01-31,保温工,広島県,18700
1663,2015-02-01,2016-01-31,設備機械工,広島県,18900
1664,2015-02-01,2016-01-31,交通誘導警備員A,広島県,11400
1665,2015-02-01,2016-01-31,交通誘導警備員B,広島県,9700
1666,2015-02-01,2016-01-31,特殊作業員,山口県,16300
1667,2015-02-01,2016-01-31,普通作業員,山口県,14500
1668,2015-02-01,2016-01-31,軽作業員,山口県,11100
1669,2015-02-01,2016-01-31,造園工,山口県,16600
1670,2015-02-01,2016-01-31,法面工,山口県,19300
1671,2015-02-01,2016-01-31,とび工,山口県,19400
1672,2015-02-01,2016-01-31,石工,山口県,
1673,2015-02-01,2016-01-31,ブロック工,山口県,
1674,2015-02-01,2016-01-31,電工,山口県,16900
1675,2015-02-01,2016-01-31,鉄筋工,山口県,18600
1676,2015-02-01,2016-01-31,鉄骨工,山口県,17800
1677,2015-02-01,2016-01-31,塗装工,山口県,17000
1678,2015-02-01,2016-01-31,溶接工,山口県,18600
1679,2015-02-01,2016-01-31,運転手（特殊）,山口県,16300
1680,2015-02-01,2016-01-31,運転手（一般）,山口県,14400
1681,2015-02-01,2016-01-31,潜かん工,山口県,27100
1682,2015-02-01,2016-01-31,潜かん世話役,山口県,32000
1683,2015-02-01,2016-01-31,さく岩工,山口県,22100
1684,2015-02-01,2016-01-31,トンネル特殊工,山口県,25900
1685,2015-02-01,2016-01-31,トンネル作業員,山口県,20400
1686,2015-02-01,2016-01-31,トンネル世話役,山口県,27200
1687,2015-02-01,2016-01-31,橋りょう特殊工,山口県,23100
1688,2015-02-01,2016-01-31,橋りょう塗装工,山口県,23900
1689,2015-02-01,2016-01-31,橋りょう世話役,山口県,26200
1690,2015-02-01,2016-01-31,土木一般世話役,山口県,19300
1691,2015-02-01,2016-01-31,高級船員,山口県,23400
1692,2015-02-01,2016-01-31,普通船員,山口県,17900
1693,2015-02-01,2016-01-31,潜水士,山口県,32900
1694,2015-02-01,2016-01-31,潜水連絡員,山口県,27100
1695,2015-02-01,2016-01-31,潜水送気員,山口県,24000
1696,2015-02-01,2016-01-31,山林砂防工,山口県,
1697,2015-02-01,2016-01-31,軌道工,山口県,24300
1698,2015-02-01,2016-01-31,型わく工,山口県,17900
1699,2015-02-01,2016-01-31,大工,山口県,19100
1700,2015-02-01,2016-01-31,左官,山口県,17800
1701,2015-02-01,2016-01-31,配管工,山口県,17100
1702,2015-02-01,2016-01-31,はつり工,山口県,18800
1703,2015-02-01,2016-01-31,防水工,山口県,19500
1704,2015-02-01,2016-01-31,板金工,山口県,18800
1705,2015-02-01,2016-01-31,タイル工,山口県,
1706,2015-02-01,2016-01-31,サッシ工,山口県,
1707,2015-02-01,2016-01-31,内装工,山口県,19100
1708,2015-02-01,2016-01-31,ガラス工,山口県,18200
1709,2015-02-01,2016-01-31,建具工,山口県,15600
1710,2015-02-01,2016-01-31,ダクト工,山口県,17200
1711,2015-02-01,2016-01-31,保温工,山口県,18800
1712,2015-02-01,2016-01-31,設備機械工,山口県,18900
1713,2015-02-01,2016-01-31,交通誘導警備員A,山口県,11200
1714,2015-02-01,2016-01-31,交通誘導警備員B,山口県,9300
1715,2015-02-01,2016-01-31,特殊作業員,徳島県,17000
1716,2015-02-01,2016-01-31,普通作業員,徳島県,15500
1717,2015-02-01,2016-01-31,軽作業員,徳島県,11900
1718,2015-02-01,2016-01-31,造園工,徳島県,16400
1719,2015-02-01,2016-01-31,法面工,徳島県,23300
1720,2015-02-01,2016-01-31,とび工,徳島県,19100
1721,2015-02-01,2016-01-31,石工,徳島県,
1722,2015-02-01,2016-01-31,ブロック工,徳島県,
1723,2015-02-01,2016-01-31,電工,徳島県,17800
1724,2015-02-01,2016-01-31,鉄筋工,徳島県,18100
1725,2015-02-01,2016-01-31,鉄骨工,徳島県,18200
1726,2015-02-01,2016-01-31,塗装工,徳島県,17800
1727,2015-02-01,2016-01-31,溶接工,徳島県,20800
1728,2015-02-01,2016-01-31,運転手（特殊）,徳島県,15900
1729,2015-02-01,2016-01-31,運転手（一般）,徳島県,15100
1730,2015-02-01,2016-01-31,潜かん工,徳島県,27000
1731,2015-02-01,2016-01-31,潜かん世話役,徳島県,32000
1732,2015-02-01,2016-01-31,さく岩工,徳島県,20400
1733,2015-02-01,2016-01-31,トンネル特殊工,徳島県,25500
1734,2015-02-01,2016-01-31,トンネル作業員,徳島県,20800
1735,2015-02-01,2016-01-31,トンネル世話役,徳島県,26600
1736,2015-02-01,2016-01-31,橋りょう特殊工,徳島県,23100
1737,2015-02-01,2016-01-31,橋りょう塗装工,徳島県,24000
1738,2015-02-01,2016-01-31,橋りょう世話役,徳島県,25500
1739,2015-02-01,2016-01-31,土木一般世話役,徳島県,19000
1740,2015-02-01,2016-01-31,高級船員,徳島県,29100
1741,2015-02-01,2016-01-31,普通船員,徳島県,19800
1742,2015-02-01,2016-01-31,潜水士,徳島県,35300
1743,2015-02-01,2016-01-31,潜水連絡員,徳島県,
1744,2015-02-01,2016-01-31,潜水送気員,徳島県,18100
1745,2015-02-01,2016-01-31,山林砂防工,徳島県,19500
1746,2015-02-01,2016-01-31,軌道工,徳島県,
1747,2015-02-01,2016-01-31,型わく工,徳島県,18700
1748,2015-02-01,2016-01-31,大工,徳島県,
1749,2015-02-01,2016-01-31,左官,徳島県,19300
1750,2015-02-01,2016-01-31,配管工,徳島県,16800
1751,2015-02-01,2016-01-31,はつり工,徳島県,18300
1752,2015-02-01,2016-01-31,防水工,徳島県,19100
1753,2015-02-01,2016-01-31,板金工,徳島県,
1754,2015-02-01,2016-01-31,タイル工,徳島県,
1755,2015-02-01,2016-01-31,サッシ工,徳島県,
1756,2015-02-01,2016-01-31,内装工,徳島県,
1757,2015-02-01,2016-01-31,ガラス工,徳島県,17700
1758,2015-02-01,2016-01-31,建具工,徳島県,
1759,2015-02-01,2016-01-31,ダクト工,徳島県,
1760,2015-02-01,2016-01-31,保温工,徳島県,19900
1761,2015-02-01,2016-01-31,設備機械工,徳島県,17600
1762,2015-02-01,2016-01-31,交通誘導警備員A,徳島県,10800
1763,2015-02-01,2016-01-31,交通誘導警備員B,徳島県,9600
1764,2015-02-01,2016-01-31,特殊作業員,香川県,17800
1765,2015-02-01,2016-01-31,普通作業員,香川県,16400
1766,2015-02-01,2016-01-31,軽作業員,香川県,11900
1767,2015-02-01,2016-01-31,造園工,香川県,16800
1768,2015-02-01,2016-01-31,法面工,香川県,21800
1769,2015-02-01,2016-01-31,とび工,香川県,19200
1770,2015-02-01,2016-01-31,石工,香川県,
1771,2015-02-01,2016-01-31,ブロック工,香川県,
1772,2015-02-01,2016-01-31,電工,香川県,17700
1773,2015-02-01,2016-01-31,鉄筋工,香川県,18300
1774,2015-02-01,2016-01-31,鉄骨工,香川県,18300
1775,2015-02-01,2016-01-31,塗装工,香川県,17800
1776,2015-02-01,2016-01-31,溶接工,香川県,20900
1777,2015-02-01,2016-01-31,運転手（特殊）,香川県,17100
1778,2015-02-01,2016-01-31,運転手（一般）,香川県,15800
1779,2015-02-01,2016-01-31,潜かん工,香川県,27100
1780,2015-02-01,2016-01-31,潜かん世話役,香川県,32000
1781,2015-02-01,2016-01-31,さく岩工,香川県,20400
1782,2015-02-01,2016-01-31,トンネル特殊工,香川県,24800
1783,2015-02-01,2016-01-31,トンネル作業員,香川県,20700
1784,2015-02-01,2016-01-31,トンネル世話役,香川県,26600
1785,2015-02-01,2016-01-31,橋りょう特殊工,香川県,23000
1786,2015-02-01,2016-01-31,橋りょう塗装工,香川県,24000
1787,2015-02-01,2016-01-31,橋りょう世話役,香川県,25800
1788,2015-02-01,2016-01-31,土木一般世話役,香川県,19000
1789,2015-02-01,2016-01-31,高級船員,香川県,29100
1790,2015-02-01,2016-01-31,普通船員,香川県,20600
1791,2015-02-01,2016-01-31,潜水士,香川県,35900
1792,2015-02-01,2016-01-31,潜水連絡員,香川県,
1793,2015-02-01,2016-01-31,潜水送気員,香川県,18500
1794,2015-02-01,2016-01-31,山林砂防工,香川県,19500
1795,2015-02-01,2016-01-31,軌道工,香川県,
1796,2015-02-01,2016-01-31,型わく工,香川県,18600
1797,2015-02-01,2016-01-31,大工,香川県,
1798,2015-02-01,2016-01-31,左官,香川県,19300
1799,2015-02-01,2016-01-31,配管工,香川県,17600
1800,2015-02-01,2016-01-31,はつり工,香川県,18400
1801,2015-02-01,2016-01-31,防水工,香川県,19200
1802,2015-02-01,2016-01-31,板金工,香川県,
1803,2015-02-01,2016-01-31,タイル工,香川県,
1804,2015-02-01,2016-01-31,サッシ工,香川県,
1805,2015-02-01,2016-01-31,内装工,香川県,
1806,2015-02-01,2016-01-31,ガラス工,香川県,17700
1807,2015-02-01,2016-01-31,建具工,香川県,
1808,2015-02-01,2016-01-31,ダクト工,香川県,
1809,2015-02-01,2016-01-31,保温工,香川県,19900
1810,2015-02-01,2016-01-31,設備機械工,香川県,17600
1811,2015-02-01,2016-01-31,交通誘導警備員A,香川県,10900
1812,2015-02-01,2016-01-31,交通誘導警備員B,香川県,9600
1813,2015-02-01,2016-01-31,特殊作業員,愛媛県,16700
1814,2015-02-01,2016-01-31,普通作業員,愛媛県,14300
1815,2015-02-01,2016-01-31,軽作業員,愛媛県,11500
1816,2015-02-01,2016-01-31,造園工,愛媛県,16600
1817,2015-02-01,2016-01-31,法面工,愛媛県,21400
1818,2015-02-01,2016-01-31,とび工,愛媛県,19000
1819,2015-02-01,2016-01-31,石工,愛媛県,
1820,2015-02-01,2016-01-31,ブロック工,愛媛県,
1821,2015-02-01,2016-01-31,電工,愛媛県,17300
1822,2015-02-01,2016-01-31,鉄筋工,愛媛県,17300
1823,2015-02-01,2016-01-31,鉄骨工,愛媛県,18200
1824,2015-02-01,2016-01-31,塗装工,愛媛県,17700
1825,2015-02-01,2016-01-31,溶接工,愛媛県,20800
1826,2015-02-01,2016-01-31,運転手（特殊）,愛媛県,17300
1827,2015-02-01,2016-01-31,運転手（一般）,愛媛県,15400
1828,2015-02-01,2016-01-31,潜かん工,愛媛県,26900
1829,2015-02-01,2016-01-31,潜かん世話役,愛媛県,31900
1830,2015-02-01,2016-01-31,さく岩工,愛媛県,20300
1831,2015-02-01,2016-01-31,トンネル特殊工,愛媛県,24700
1832,2015-02-01,2016-01-31,トンネル作業員,愛媛県,20600
1833,2015-02-01,2016-01-31,トンネル世話役,愛媛県,26500
1834,2015-02-01,2016-01-31,橋りょう特殊工,愛媛県,22900
1835,2015-02-01,2016-01-31,橋りょう塗装工,愛媛県,23900
1836,2015-02-01,2016-01-31,橋りょう世話役,愛媛県,24900
1837,2015-02-01,2016-01-31,土木一般世話役,愛媛県,19800
1838,2015-02-01,2016-01-31,高級船員,愛媛県,29100
1839,2015-02-01,2016-01-31,普通船員,愛媛県,20100
1840,2015-02-01,2016-01-31,潜水士,愛媛県,35600
1841,2015-02-01,2016-01-31,潜水連絡員,愛媛県,
1842,2015-02-01,2016-01-31,潜水送気員,愛媛県,18200
1843,2015-02-01,2016-01-31,山林砂防工,愛媛県,19500
1844,2015-02-01,2016-01-31,軌道工,愛媛県,
1845,2015-02-01,2016-01-31,型わく工,愛媛県,18500
